Date,Source,Description,Category,Subcategory,Amount,Original Category
07/21/2026,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,108.87,Apple Card / Grocery
04/24/2026,Mike AppleCard,SPROUTS,Food & Dining,Groceries,191.99,Apple Card / Grocery
10/13/2026,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,299.3,Apple Card / Grocery
03/17/2026,Mike AppleCard,WHOLE FOODS MARKET,Food & Dining,Groceries,236.5,Apple Card / Grocery
02/05/2025,Mike AppleCard,SPROUTS,Food & Dining,Groceries,149.76,Apple Card / Grocery
02/13/2026,Mike AppleCard,COSTCO WHSE,Food & Dining,Groceries,298.99,Apple Card / Grocery
09/09/2025,Mike AppleCard,SPROUTS,Food & Dining,Groceries,227.39,Apple Card / Grocery
11/18/2026,Mike AppleCard,SPROUTS,Food & Dining,Groceries,128.45,Apple Card / Grocery
05/14/2025,Mike AppleCard,SAFEWAY,Food & Dining,Groceries,40.84,Apple Card / Grocery
12/24/2026,Mike AppleCard,COSTCO WHSE,Food & Dining,Groceries,238.11,Apple Card / Grocery
09/04/2026,Mike AppleCard,SPROUTS,Food & Dining,Groceries,171.99,Apple Card / Grocery
04/05/2026,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,180.24,Apple Card / Grocery
09/01/2026,Mike AppleCard,SAFEWAY,Food & Dining,Groceries,45.06,Apple Card / Grocery
06/27/2026,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,55.06,Apple Card / Grocery
10/03/2025,Mike AppleCard,SPROUTS,Food & Dining,Groceries,166.36,Apple Card / Grocery
02/25/2025,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,211.54,Apple Card / Grocery
09/06/2026,Mike AppleCard,COSTCO WHSE,Food & Dining,Groceries,266.83,Apple Card / Grocery
07/07/2025,Mike AppleCard,SPROUTS,Food & Dining,Groceries,121.05,Apple Card / Grocery
11/21/2026,Mike AppleCard,SAFEWAY,Food & Dining,Groceries,273.9,Apple Card / Grocery
08/04/2025,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,56.65,Apple Card / Grocery
01/19/2025,Mike AppleCard,COSTCO WHSE,Food & Dining,Groceries,97.26,Apple Card / Grocery
02/23/2025,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,57.52,Apple Card / Grocery
01/28/2026,Mike AppleCard,WHOLE FOODS MARKET,Food & Dining,Groceries,173.68,Apple Card / Grocery
05/22/2026,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,180.2,Apple Card / Grocery
12/19/2026,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,244.0,Apple Card / Grocery
07/07/2025,Mike AppleCard,WHOLE FOODS MARKET,Food & Dining,Groceries,211.34,Apple Card / Grocery
06/14/2026,Mike AppleCard,SAFEWAY,Food & Dining,Groceries,264.6,Apple Card / Grocery
01/22/2025,Mike AppleCard,WHOLE FOODS MARKET,Food & Dining,Groceries,144.68,Apple Card / Grocery
06/26/2025,Mike AppleCard,TRADER JOE'S,Food & Dining,Groceries,89.81,Apple Card / Grocery
09/15/2025,Mike AppleCard,SAFEWAY,Food & Dining,Groceries,87.71,Apple Card / Grocery
08/08/2025,Sarah AppleCard,JERSEY MIKE'S,Food & Dining,Restaurants,131.98,Apple Card / Restaurants
09/04/2025,Mike AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,140.43,Apple Card / Restaurants
04/06/2026,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,47.79,Apple Card / Restaurants
07/02/2025,Sarah AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,148.09,Apple Card / Restaurants
05/26/2026,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,110.56,Apple Card / Restaurants
12/26/2026,Mike AppleCard,SUSHI BAR,Food & Dining,Restaurants,58.57,Apple Card / Restaurants
01/19/2025,Sarah AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,26.52,Apple Card / Restaurants
08/17/2025,Mike AppleCard,TACO TRUCK,Food & Dining,Restaurants,30.41,Apple Card / Restaurants
03/03/2025,Mike AppleCard,BURGER PUB,Food & Dining,Restaurants,35.59,Apple Card / Restaurants
10/08/2025,Mike AppleCard,BURGER PUB,Food & Dining,Restaurants,105.46,Apple Card / Restaurants
10/17/2026,Sarah AppleCard,SUSHI BAR,Food & Dining,Restaurants,107.06,Apple Card / Restaurants
06/08/2026,Sarah AppleCard,SUSHI BAR,Food & Dining,Restaurants,107.32,Apple Card / Restaurants
05/15/2026,Mike AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,79.58,Apple Card / Restaurants
10/04/2025,Mike AppleCard,TACO TRUCK,Food & Dining,Restaurants,54.48,Apple Card / Restaurants
06/03/2025,Sarah AppleCard,ITALIAN GRILL,Food & Dining,Restaurants,40.51,Apple Card / Restaurants
09/23/2026,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,126.22,Apple Card / Restaurants
05/22/2025,Mike AppleCard,ITALIAN GRILL,Food & Dining,Restaurants,35.01,Apple Card / Restaurants
02/24/2025,Sarah AppleCard,ITALIAN GRILL,Food & Dining,Restaurants,98.63,Apple Card / Restaurants
12/11/2025,Sarah AppleCard,TACO TRUCK,Food & Dining,Restaurants,83.51,Apple Card / Restaurants
01/03/2026,Sarah AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,20.46,Apple Card / Restaurants
03/21/2026,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,77.44,Apple Card / Restaurants
12/14/2025,Mike AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,142.86,Apple Card / Restaurants
12/05/2025,Sarah AppleCard,TACO TRUCK,Food & Dining,Restaurants,91.83,Apple Card / Restaurants
07/05/2025,Sarah AppleCard,ITALIAN GRILL,Food & Dining,Restaurants,136.87,Apple Card / Restaurants
01/12/2025,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,33.36,Apple Card / Restaurants
09/28/2026,Mike AppleCard,SUSHI BAR,Food & Dining,Restaurants,132.4,Apple Card / Restaurants
03/14/2025,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,140.18,Apple Card / Restaurants
07/26/2025,Sarah AppleCard,SUSHI BAR,Food & Dining,Restaurants,122.36,Apple Card / Restaurants
02/13/2025,Sarah AppleCard,SUSHI BAR,Food & Dining,Restaurants,45.94,Apple Card / Restaurants
08/12/2026,Mike AppleCard,SUSHI BAR,Food & Dining,Restaurants,23.08,Apple Card / Restaurants
04/13/2026,Sarah AppleCard,JERSEY MIKE'S,Food & Dining,Restaurants,29.02,Apple Card / Restaurants
05/12/2026,Sarah AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,34.99,Apple Card / Restaurants
05/06/2026,Mike AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,97.55,Apple Card / Restaurants
06/24/2026,Sarah AppleCard,TACO TRUCK,Food & Dining,Restaurants,147.95,Apple Card / Restaurants
02/13/2025,Sarah AppleCard,KITCHEN BISTRO,Food & Dining,Restaurants,112.14,Apple Card / Restaurants
01/17/2025,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,29.1,Apple Card / Restaurants
11/11/2026,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,137.01,Apple Card / Restaurants
09/10/2026,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,110.64,Apple Card / Restaurants
09/05/2025,Sarah AppleCard,DUSTY BOOT,Food & Dining,Restaurants,142.25,Apple Card / Restaurants
11/24/2025,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,91.23,Apple Card / Restaurants
01/10/2026,Mike AppleCard,BURGER PUB,Food & Dining,Restaurants,122.15,Apple Card / Restaurants
10/21/2026,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,77.48,Apple Card / Restaurants
04/17/2026,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,31.02,Apple Card / Restaurants
09/22/2026,Mike AppleCard,JERSEY MIKE'S,Food & Dining,Restaurants,143.76,Apple Card / Restaurants
04/22/2026,Mike AppleCard,JERSEY MIKE'S,Food & Dining,Restaurants,45.89,Apple Card / Restaurants
01/02/2025,Sarah AppleCard,TACO TRUCK,Food & Dining,Restaurants,130.47,Apple Card / Restaurants
02/15/2026,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,110.53,Apple Card / Restaurants
08/13/2025,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,109.39,Apple Card / Restaurants
02/25/2026,Mike AppleCard,SUSHI BAR,Food & Dining,Restaurants,124.53,Apple Card / Restaurants
12/17/2026,Mike AppleCard,TACO TRUCK,Food & Dining,Restaurants,52.4,Apple Card / Restaurants
02/15/2025,Sarah AppleCard,DUSTY BOOT,Food & Dining,Restaurants,89.05,Apple Card / Restaurants
09/20/2026,Sarah AppleCard,TACO TRUCK,Food & Dining,Restaurants,125.95,Apple Card / Restaurants
09/14/2026,Mike AppleCard,DUSTY BOOT,Food & Dining,Restaurants,131.99,Apple Card / Restaurants
08/09/2025,Sarah AppleCard,JERSEY MIKE'S,Food & Dining,Restaurants,121.1,Apple Card / Restaurants
08/21/2025,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,30.07,Apple Card / Restaurants
05/08/2026,Sarah AppleCard,ITALIAN GRILL,Food & Dining,Restaurants,136.09,Apple Card / Restaurants
02/05/2025,Mike AppleCard,BURGER PUB,Food & Dining,Restaurants,110.21,Apple Card / Restaurants
12/07/2025,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,63.01,Apple Card / Restaurants
08/14/2025,Mike AppleCard,JERSEY MIKE'S,Food & Dining,Restaurants,74.62,Apple Card / Restaurants
10/23/2025,Sarah AppleCard,BURGER PUB,Food & Dining,Restaurants,20.77,Apple Card / Restaurants
06/10/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.77,Apple Card / Restaurants
12/18/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,6.54,Apple Card / Restaurants
07/16/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,7.35,Apple Card / Restaurants
11/26/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,6.16,Apple Card / Restaurants
08/05/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,9.14,Apple Card / Restaurants
11/01/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,8.0,Apple Card / Restaurants
08/06/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,7.65,Apple Card / Restaurants
04/15/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.33,Apple Card / Restaurants
07/09/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.84,Apple Card / Restaurants
08/01/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,6.57,Apple Card / Restaurants
02/25/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,11.65,Apple Card / Restaurants
04/27/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,6.07,Apple Card / Restaurants
03/16/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,11.63,Apple Card / Restaurants
08/23/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,6.17,Apple Card / Restaurants
10/24/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,11.75,Apple Card / Restaurants
02/19/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,9.03,Apple Card / Restaurants
07/13/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,9.14,Apple Card / Restaurants
11/08/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,10.41,Apple Card / Restaurants
11/20/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.48,Apple Card / Restaurants
06/18/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,7.59,Apple Card / Restaurants
09/21/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.95,Apple Card / Restaurants
08/04/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,9.45,Apple Card / Restaurants
08/23/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,6.23,Apple Card / Restaurants
09/21/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.66,Apple Card / Restaurants
09/25/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.05,Apple Card / Restaurants
12/19/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.96,Apple Card / Restaurants
02/09/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,10.25,Apple Card / Restaurants
10/20/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,5.2,Apple Card / Restaurants
06/06/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,7.48,Apple Card / Restaurants
05/11/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,9.91,Apple Card / Restaurants
05/18/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,11.64,Apple Card / Restaurants
02/08/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.89,Apple Card / Restaurants
04/23/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,9.98,Apple Card / Restaurants
08/26/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,7.06,Apple Card / Restaurants
07/23/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,9.65,Apple Card / Restaurants
06/16/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,11.98,Apple Card / Restaurants
09/11/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,8.18,Apple Card / Restaurants
05/09/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.05,Apple Card / Restaurants
06/04/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,6.51,Apple Card / Restaurants
08/09/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.83,Apple Card / Restaurants
05/08/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,7.12,Apple Card / Restaurants
12/18/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,5.32,Apple Card / Restaurants
01/18/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,11.61,Apple Card / Restaurants
11/28/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,11.11,Apple Card / Restaurants
10/10/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.08,Apple Card / Restaurants
03/02/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,5.8,Apple Card / Restaurants
02/13/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,9.04,Apple Card / Restaurants
11/02/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,10.68,Apple Card / Restaurants
05/03/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.91,Apple Card / Restaurants
07/20/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,7.66,Apple Card / Restaurants
08/10/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,8.98,Apple Card / Restaurants
01/20/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,9.38,Apple Card / Restaurants
05/22/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,6.68,Apple Card / Restaurants
09/03/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,7.86,Apple Card / Restaurants
12/20/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,5.23,Apple Card / Restaurants
05/23/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,11.02,Apple Card / Restaurants
02/22/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.51,Apple Card / Restaurants
11/19/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,5.8,Apple Card / Restaurants
04/21/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.79,Apple Card / Restaurants
02/02/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,9.17,Apple Card / Restaurants
10/10/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.28,Apple Card / Restaurants
05/23/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,8.5,Apple Card / Restaurants
08/15/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.28,Apple Card / Restaurants
07/24/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,6.75,Apple Card / Restaurants
02/08/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,10.75,Apple Card / Restaurants
10/02/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,8.63,Apple Card / Restaurants
08/09/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,8.05,Apple Card / Restaurants
08/03/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,7.86,Apple Card / Restaurants
06/22/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,7.31,Apple Card / Restaurants
12/16/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,11.62,Apple Card / Restaurants
09/02/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,7.2,Apple Card / Restaurants
06/04/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.77,Apple Card / Restaurants
01/22/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,5.38,Apple Card / Restaurants
09/12/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,8.09,Apple Card / Restaurants
01/07/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.92,Apple Card / Restaurants
05/15/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,5.2,Apple Card / Restaurants
11/20/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,6.11,Apple Card / Restaurants
09/01/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.57,Apple Card / Restaurants
02/15/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,10.83,Apple Card / Restaurants
08/23/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,9.94,Apple Card / Restaurants
07/27/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,6.71,Apple Card / Restaurants
09/05/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,11.45,Apple Card / Restaurants
09/24/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.93,Apple Card / Restaurants
07/11/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.98,Apple Card / Restaurants
05/27/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,8.13,Apple Card / Restaurants
08/12/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.34,Apple Card / Restaurants
07/15/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,11.87,Apple Card / Restaurants
04/19/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,10.99,Apple Card / Restaurants
07/02/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,8.31,Apple Card / Restaurants
07/13/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,11.75,Apple Card / Restaurants
03/17/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,11.12,Apple Card / Restaurants
08/04/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.06,Apple Card / Restaurants
07/28/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.29,Apple Card / Restaurants
05/11/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,5.56,Apple Card / Restaurants
06/28/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,9.39,Apple Card / Restaurants
08/28/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.48,Apple Card / Restaurants
11/22/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,10.23,Apple Card / Restaurants
07/04/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,6.16,Apple Card / Restaurants
05/01/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.57,Apple Card / Restaurants
05/12/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,6.02,Apple Card / Restaurants
09/14/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,6.23,Apple Card / Restaurants
10/28/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,9.78,Apple Card / Restaurants
08/19/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,8.23,Apple Card / Restaurants
05/15/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,5.07,Apple Card / Restaurants
08/10/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.09,Apple Card / Restaurants
06/19/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,11.73,Apple Card / Restaurants
12/09/2026,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,6.39,Apple Card / Restaurants
07/28/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.66,Apple Card / Restaurants
10/12/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,7.07,Apple Card / Restaurants
11/13/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,8.96,Apple Card / Restaurants
11/25/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.22,Apple Card / Restaurants
05/25/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.61,Apple Card / Restaurants
04/21/2025,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,6.75,Apple Card / Restaurants
12/25/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,5.68,Apple Card / Restaurants
11/21/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.52,Apple Card / Restaurants
01/19/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,5.92,Apple Card / Restaurants
05/11/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,6.41,Apple Card / Restaurants
09/12/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,6.8,Apple Card / Restaurants
08/26/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,11.09,Apple Card / Restaurants
02/15/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,10.28,Apple Card / Restaurants
04/28/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,7.56,Apple Card / Restaurants
07/01/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.87,Apple Card / Restaurants
06/22/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,7.67,Apple Card / Restaurants
11/12/2025,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,6.64,Apple Card / Restaurants
01/20/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,6.55,Apple Card / Restaurants
02/21/2026,Mike AppleCard,LOCAL CAFE,Food & Dining,Coffee,7.12,Apple Card / Restaurants
07/04/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,11.62,Apple Card / Restaurants
05/16/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.64,Apple Card / Restaurants
09/05/2026,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,7.6,Apple Card / Restaurants
12/23/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,10.2,Apple Card / Restaurants
03/14/2025,Mike AppleCard,DUTCH BROS,Food & Dining,Coffee,9.31,Apple Card / Restaurants
05/02/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,8.1,Apple Card / Restaurants
04/28/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,11.87,Apple Card / Restaurants
06/18/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,7.79,Apple Card / Restaurants
04/04/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,9.64,Apple Card / Restaurants
11/21/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.51,Apple Card / Restaurants
04/05/2025,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,10.81,Apple Card / Restaurants
09/07/2025,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,7.3,Apple Card / Restaurants
03/26/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,11.01,Apple Card / Restaurants
03/05/2026,Mike AppleCard,BLUE BOTTLE COFFEE,Food & Dining,Coffee,5.77,Apple Card / Restaurants
01/05/2025,Mike AppleCard,PHILZ COFFEE,Food & Dining,Coffee,10.53,Apple Card / Restaurants
04/19/2026,Mike AppleCard,STARBUCKS COFFEE,Food & Dining,Coffee,6.22,Apple Card / Restaurants
01/05/2026,Mike AppleCard,PEET'S COFFEE,Food & Dining,Coffee,5.8,Apple Card / Restaurants
